Nom de la gare,Code UIC complet,Code postal,Segmentation DRG 2021,Total Voyageurs 2020,Total Voyageurs + Non voyageurs 2020,Total Voyageurs 2019,Total Voyageurs + Non voyageurs 2019,Total Voyageurs 2018,Total Voyageurs + Non voyageurs 2018,Total Voyageurs 2017,Total Voyageurs + Non voyageurs 2017,Total Voyageurs 2016,Total Voyageurs + Non voyageurs 2016,Total Voyageurs 2015,Total Voyageurs + Non voyageurs 2015
Laneuveville-devant-Nancy,87141093,54410,C,6555,6555,10282,10282,9556,9556,8653,8653,8719,8719,9548,9548
Langeac,87734319,43300,C,15948,15948,25507,25507,20721,20721,26246,26246,22834,22834,23675,23675
Lannemezan,87671123,65300,C,53489,53489,67169,67169,73290,73290,95005,95005,91450,91450,105410,105410
L'Arbresle,87721431,69210,B,490113,612641,760308,950385,729455,911819,780602,975753,729369,911712,735649,919562
Lardy,87545160,91510,B,232537,232537,425172,425172,432949,432949,444831,444831,446652,446652,447043,447043
L'Argentière Les Écrins,87763557,5120,C,29970,29970,45379,45379,40298,40298,48578,48578,51154,51154,53159,53159
Laroque-Timbaut,87586412,47340,C,178,178,314,314,337,337,771,771,636,636,491,491
Laval,87478404,53000,A,830231,1106735,1381878,1842106,1340455,1786886,1318250,1757286,1250032,1666349,1248381,1664147
Lavaufranche,87597740,23600,C,251,251,518,518,421,421,394,394,294,294,301,301
Lavaur,87615476,81500,B,98271,122839,137284,171606,121098,151372,149360,186700,138951,173689,154669,193336
Le Bosquet,87757757,6400,C,52529,52529,85092,85092,52143,52143,6957,6957,43474,43474,50071,50071
Le Buet,87746883,74660,C,1890,1890,2074,2074,1642,1642,1418,1418,1404,1404,1377,1377
Le Burg,87594614,19240,C,275,275,217,217,412,412,465,465,243,243,517,517
Le Cellier,87481168,44850,C,34534,34534,53036,53036,44667,44667,41617,41617,33439,33439,33316,33316
Le Coteau,87726828,42120,C,53349,66687,84195,105244,77133,96416,94117,117647,97436,121796,111711,139638
Le Dramont,87757542,83530,C,9735,9735,11865,11865,6563,6563,4854,4854,6532,6532,6413,6413
Le Haut Banc,87316687,62250,C,2705,2705,4388,4388,4759,4759,6494,6494,6223,6223,6543,6543
Le Havre,87413013,76600,A,1170571,1463213,1846292,2307865,1651915,2064894,1742027,2177533,1621008,2026260,1749706,2187132
Le Lioran,87645473,15300,C,6284,6284,16717,16717,22312,22312,23083,23083,29538,29538,25580,25580
Le Pallet,87481424,44330,B,141363,176704,209169,261461,183384,229230,184442,230553,160224,200280,147182,183978
Le Péage-de-Roussillon,87722678,38550,B,578999,723749,865926,1082408,799488,999360,837606,1047008,786001,982502,792485,990606
Le Pont-de-Beauvoisin,87741470,38480,B,89022,111278,143917,179897,165824,207280,205169,256461,183423,229279,208662,260827
Le Pont-de-Claix,87747519,38800,C,4685,4685,9383,9383,5805,5805,8034,8034,8184,8184,12466,12466
Le Puy-en-Velay,87734699,43000,B,167756,209696,272218,340273,232241,290301,206755,258444,238506,298132,251698,314622
Le Teich,87582601,33470,B,186120,232651,260169,325212,214704,268380,207080,258851,189804,237255,194788,243485
Le Vert de Maisons,87681247,94700,B,1675026,1675026,3062538,3062538,3158156,3158156,3254355,3254355,3293224,3293224,3318507,3318507
Le Vieux Briollay,87484139,49125,C,16718,16718,22877,22877,20784,20784,21836,21836,19947,19947,20489,20489
Lentilly,87721555,69210,B,219037,273796,333709,417136,313126,391407,316728,395910,272949,341186,264332,330415
Les Arcs - Draguignan,87755447,83460,A,535660,669575,819195,1023994,744501,930626,871500,1089376,803328,1004161,795535,994419
Les Bardys,87592048,87480,C,929,929,1653,1653,4371,4371,5833,5833,4974,4974,5023,5023
Les Bons Pères,87297515,59131,C,1569,1569,1919,1919,1004,1004,1068,1068,787,787,1070,1070
Les Cauquillous,87328021,81500,C,7693,7693,13579,13579,9895,9895,14838,14838,15190,15190,16376,16376
Les Clairières de Verneuil,87386664,78480,B,205506,205506,375772,375772,385612,385612,398401,398401,402805,402805,405538,405538
Les Églisottes-et-Chalaures,87584532,33230,C,18059,18059,21979,21979,17957,17957,15364,15364,14905,14905,12777,12777
Les Mais,87473587,22160,C,476,476,840,840,423,423,597,597,314,314,280,280
Les Perrières,87691600,58640,C,487,487,1831,1831,746,746,579,579,1070,1070,1717,1717
Les Rosiers-sur-Loire,87487876,49350,C,41186,41186,60806,60806,53053,53053,51409,51409,48540,48540,52118,52118
Les Tines,87746834,74400,C,2133,2133,2759,2759,2767,2767,2270,2270,2590,2590,2415,2415
Les Trillers,87641373,3190,C,723,723,1024,1024,673,673,797,797,718,718,2143,2143
Les Vallées,87386300,92250,B,2342371,2342371,4283672,4283672,4280459,4280459,4265730,4265730,4185281,4185281,4079450,4079450
Les Yvris Noisy-le-Grand,87113803,93160,B,510705,510705,933786,933786,926641,926641,929718,929718,912202,912202,889783,889783
Lieusaint - Moissy,87682153,77127,B,3206507,3206507,5862953,5862953,5887369,5887369,5928369,5928369,5859154,5859154,5757090,5757090
Lille Europe,87223263,59777,A,3303176,5243137,7754675,12309007,7696028,12215918,8314520,13197651,7780562,12350098,7846574,12454880
Lille Porte de Douai,87287250,59000,C,19925,19925,31099,31099,27727,27727,23505,23505,21321,21321,19537,19537
L'Isle-Jourdain,87611806,32600,B,206838,258547,265668,332085,229200,286500,278963,348704,262224,327780,262164,327705
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,87765479,84800,B,90311,112889,153294,191618,140170,175213,167058,208822,158846,198557,165896,207370
L'Isthme,87476275,56170,C,992,992,2014,2014,315,315,563,563,1762,1762,2352,2352
Logelbach,87182345,68124,C,22194,22194,36187,36187,32443,32443,31769,31769,31194,31194,36040,36040
Longecourt-en-Plaine,87712620,21230,C,2912,2912,4425,4425,5133,5133,7745,7745,6576,6576,6444,6444
Longpont,87271775,2600,C,111,111,114,114,124,124,149,149,108,108,177,177
Longpré-les-Corps-Saints,87313122,80510,B,95828,119785,140421,175526,140244,175305,155214,194017,148203,185253,147432,184290
Longueil-Annel,87272195,60150,C,13925,13925,22887,22887,22726,22726,23440,23440,21085,21085,18279,18279
Longueil-Sainte-Marie,87276303,60126,C,24630,24630,40050,40050,36959,36959,45314,45314,46988,46988,43509,43509
Longwy,87194001,54400,B,309513,386892,552768,690960,540474,675593,564920,706150,524023,655028,506845,633557
Loreux,87576157,41200,C,4520,4520,4223,4223,4323,4323,4640,4640,4508,4508,4652,4652
Loriol-sur-Drôme,87761262,26270,C,39667,39667,62121,62121,45255,45255,51460,51460,47475,47475,55570,55570
Louhossoa,87673673,64250,C,390,390,498,498,498,498,498,498,493,493,484,484
Ludres,87141481,54710,C,14306,14306,22919,22919,17438,17438,16244,16244,15686,15686,15639,15639
Lumes,87172189,8440,C,16421,16421,15942,15942,17542,17542,21534,21534,20465,20465,20192,20192
Lunéville,87141150,54300,B,651634,814542,937483,1171854,898730,1123412,918474,1148092,877566,1096957,923786,1154733
Lussac-les-Châteaux,87575845,86320,C,17096,17096,22309,22309,19520,19520,26226,26226,26702,26702,24970,24970
Lutzelbourg,87215160,57820,C,50185,50185,73763,73763,68739,68739,62679,62679,57524,57524,59662,59662
Luxé,87583823,16230,C,18100,18100,23325,23325,21635,21635,27468,27468,24996,24996,22633,22633
Luxeuil-les-Bains,87185595,70300,C,19999,19999,19251,19251,21188,21188,25898,25898,28143,28143,29914,29914
Machilly,87745588,74140,C,28442,28442,22807,22807,17101,17101,22105,22105,18531,18531,17134,17134
Mandelieu-la-Napoule,87757591,6210,B,67170,83962,121386,151733,100620,125775,140646,175808,119908,149886,133909,167386
Manosque - Gréoux-les-Bains,87751321,4100,B,44366,44366,90904,90904,110502,110502,137799,137799,126035,126035,131216,131216
Mantes Station,87381590,78200,B,482261,482261,883928,883928,899086,899086,921694,921694,922332,922332,921561,921561
Marans,87485060,17230,C,376,376,843,843,576,576,1412,1412,1995,1995,1423,1423
Marbache,87141796,54820,C,15271,15271,19855,19855,17978,17978,15930,15930,14137,14137,16503,16503
Marignac - Saint-Béat,87611194,31440,C,1574,1574,2090,2090,1606,1606,2728,2728,3911,3911,4007,4007
Marmagne,87576132,18500,C,4351,4351,6292,6292,5714,5714,6942,6942,7274,7274,6778,6778
Maroeuil,87342188,62161,C,9351,9351,14208,14208,13588,13588,20374,20374,21672,21672,22069,22069
Maromme,87411249,76150,C,68052,85065,99415,124269,92979,116224,95966,119958,89439,111798,108387,135483
Marseillan Plage,87781294,34340,C,8269,8269,10913,10913,9131,9131,8290,8290,6885,6885,7208,7208
Marseille-en-Beauvaisis,87313726,60860,C,27336,27336,28586,28586,30307,30307,34135,34135,34684,34684,34494,34494
Massy - Palaiseau,87393579,91300,B,2446441,2446441,4478681,4478681,4509521,4509521,4592605,4592605,4554175,4554175,4508499,4508499
Maubeuge,87295006,59600,B,337479,421848,527684,659605,477615,597019,481661,602076,431890,539863,475237,594047
Maurs,87645168,15400,C,3962,3962,7724,7724,11296,11296,12471,12471,11859,11859,12099,12099
Mazingarbe,87342121,62670,C,480,480,1088,1088,1386,1386,1009,1009,1605,1605,1373,1373
Mennessis,87296434,2700,C,6485,6485,6698,6698,8141,8141,8656,8656,8732,8732,10404,10404
Mérignac Arlac,87278259,33000,C,64264,64264,141346,141346,108444,108444,89808,89808,76646,76646,83656,83656
Méru,87313668,60110,B,585310,731637,868888,1086110,804890,1006113,897366,1121708,857444,1071806,803770,1004713
Meuse TGV,87147322,55220,A,142401,178001,235255,294068,239313,299141,245250,306562,215538,269422,202506,253133
Meximieux - Pérouges,87723585,1800,B,460159,575199,719403,899254,681491,851864,714130,892663,675399,844249,679778,849722
Millau,87783001,12100,C,30177,30177,40223,40223,50825,50825,70869,70869,71789,71789,80605,80605
Molinges,87743591,39360,C,604,604,611,611,934,934,1968,1968,2072,2072,1452,1452
Monestier-de-Clermont,87747592,38650,C,16152,16152,27898,27898,23908,23908,31707,31707,29181,29181,29440,29440
Monnaie,87574681,37380,C,18587,18587,29171,29171,32319,32319,31161,31161,29767,29767,28395,28395
Monnerville,87545111,91930,C,13925,13925,25461,25461,24487,24487,23991,23991,22958,22958,21882,21882
Montastruc-la-Conseillère,87615369,31380,B,131202,164003,140752,175940,117848,147310,131516,164396,112518,140647,108290,135363
Montbarrey,87718866,39380,C,343,343,811,811,284,284,325,325,517,517,561,561
Montbrison,87726448,42600,B,84454,105568,148530,185662,136654,170818,157039,196299,136029,170037,160660,200826
Mont-Dauphin - Guillestre,87763508,5600,C,51656,51656,77673,77673,70515,70515,81597,81597,83671,83671,85980,85980
Monte-Carlo Country Club,87338590,6190,C,88,88,340,340,5592,5592,13295,13295,11709,11709,11956,11956
Montereau,87682302,77130,B,1683227,1683227,3077612,3077612,3026973,3026973,2986171,2986171,2886952,2886952,2782996,2782996
Montluçon Rimard,87323675,3100,C,7320,7320,7283,7283,10941,10941,13749,13749,11342,11342,8532,8532
Montluel,87723569,1120,B,326450,408063,509568,636960,454540,568175,490801,613502,477480,596850,487928,609910
Montmoreau,87583674,16190,C,9910,9910,14114,14114,10751,10751,9864,9864,8077,8077,8848,8848
Montreuil-sur-Ille,87478032,35440,B,193212,241515,257240,321550,247309,309137,249303,311629,242254,302817,243526,304407
Montrond-les-Bains,87726885,42210,B,70602,88253,119711,149638,100717,125896,105199,131499,95908,119885,105934,132418
Montry - Condé,87116400,77450,C,27850,27850,50924,50924,54662,54662,58286,58286,61455,61455,64462,64462
Morannes,87484170,49640,C,19077,19077,42135,42135,49119,49119,49926,49926,47906,47906,45928,45928
Moret - Veneux-les-Sablons,87682278,77250,B,785471,785471,1436155,1436155,1504220,1504220,1580699,1580699,1626767,1626767,1669911,1669911
Moreuil,87313320,80110,B,120466,150582,153728,192160,143660,179575,137375,171719,141593,176991,146451,183064
Morlaix,87474338,29600,A,411383,514229,607843,759804,551004,688755,580379,725474,550739,688424,543195,678993
Morvillars,87184424,90120,C,5663,5663,5243,5243,138,138,0,0,0,0,0,0
Mouchard,87718833,39330,B,98864,123580,105099,131374,97303,121629,121929,152411,131187,163984,139097,173871
Mussidan,87595298,24400,B,113146,141433,193647,242059,157079,196349,166861,208577,151118,188897,153845,192306
Mutzig,87214585,67190,B,195671,244589,254037,317546,244130,305163,258725,323407,244897,306121,239957,299946
Nançois - Tronville,87175067,55500,C,664,664,866,866,858,858,892,892,855,855,1434,1434
Nancy,87141002,54000,A,5160489,7818924,8098462,12270397,7582349,11488407,7891228,11956406,7633063,11565247,7918088,11997104
Nanterre Université,87386318,92000,B,3437362,3437362,6286199,6286199,6151526,6151526,6084600,6084600,5890393,5890393,5665620,5665620
Nanteuil - Saâcy,87116558,77730,B,369657,369657,675245,675245,692771,692771,728946,728946,730459,730459,727008,727008
Neau,87478545,53150,C,2608,2608,4470,4470,5280,5280,5048,5048,3814,3814,3924,3924
Négrondes,87595132,24460,C,1806,1806,2425,2425,1607,1607,1898,1898,2600,2600,2202,2202
Nemours - Saint-Pierre,87684126,77140,B,824697,824697,1507877,1507877,1532858,1532858,1565806,1565806,1563912,1563912,1561329,1561329
Neuilly - Porte Maillot,87381020,75017,B,2566267,2566267,4692161,4692161,4984005,4984005,5342068,5342068,5600997,5600997,5844164,5844164
Neuilly-Saint-Front,87116681,2470,C,270,270,861,861,2005,2005,2191,2191,2920,2920,3696,3696
Neuves-Maisons,87141507,54230,C,13677,13677,26275,26275,20336,20336,17214,17214,16825,16825,23481,23481
Niolon,87753582,13016,C,27090,27090,34070,34070,29873,29873,31446,31446,29452,29452,34892,34892
Nogent-l'Artaud - Charly,87116566,2310,C,283466,283466,490265,490265,440909,440909,421798,421798,380751,380751,376537,376537
Nort-sur-Erdre,87481598,44390,B,198720,198720,347537,347537,337854,337854,335380,335380,298998,298998,265831,265831
Notre-Dame de Briançon,87741694,73260,C,3517,3517,5366,5366,4143,4143,5160,5160,5457,5457,5632,5632
Obermodern-Zutzendorf,87213165,67330,B,141240,176550,186710,233388,195390,244237,196648,245810,196029,245036,194131,242664
Ogeu-les-Bains,87672709,64680,C,6253,6253,9014,9014,7030,7030,8225,8225,7214,7214,7582,7582
Olonne-sur-Mer,87486431,85340,C,6788,6788,8921,8921,8271,8271,6516,6516,4641,4641,3266,3266
Orchamps,87718361,39700,C,47320,47320,44978,44978,46845,46845,54095,54095,53077,53077,49207,49207
Origny-en-Thiérache,87296145,2550,C,8383,8383,5564,5564,7553,7553,11276,11276,14697,14697,14695,14695
Orry-la-Ville - Coye,87276279,60560,B,1302429,1628037,2147579,2684474,1817029,2271286,1751171,2188964,1556760,1945950,1451908,1814885
Ostricourt,87345249,59162,B,123204,154006,171215,214019,160372,200465,166647,208308,159284,199105,159923,199904
Oudon,87481184,44521,B,58585,58585,105807,105807,109963,109963,117191,117191,108209,108209,98238,98238
Oullins,87722207,69600,B,114348,114348,164130,164130,146425,146425,165780,165780,136158,136158,129690,129690
Pagny-le-Château,87713669,21250,C,9037,9037,9308,9308,10308,10308,11080,11080,9126,9126,8135,8135
Pantin,87113209,93500,B,4377192,4377192,8005187,8005187,8231485,8231485,8472409,8472409,8551965,8551965,8605431,8605431
Paris Austerlitz,87547000,75013,A,11806493,12205444,21682820,22423095,21821140,22535671,23212805,24037704,23073881,23872118,23300254,24119239
Paris Saint-Lazare,87384008,75008,A,59151798,73026911,107340421,132519038,108075780,133426889,109956754,135749079,108771941,134286348,107165727,132303366
Parthenay,87487173,79200,,6148,6148,24252,24252,31913,31913,39519,39519,40421,40421,43508,43508
Pas des Lanciers,87753285,13730,B,71280,89100,119491,149364,111945,139931,135334,169168,132879,166098,161199,201498
Peille,87756791,6440,C,8434,8434,15368,15368,9778,9778,11081,11081,10098,10098,8002,8002
Peillon Sainte-Thècle,87756783,6440,C,6534,6534,11103,11103,8759,8759,9552,9552,7515,7515,6977,6977
Pérenchies,87286278,59840,C,45576,45576,72519,72519,71974,71974,94338,94338,99739,99739,103683,103683
Perpignan,87784009,66027,A,1050546,1313182,1390185,1737732,1370425,1713031,1629171,2036464,1562086,1952608,1758375,2197968
Petit Vaux,87393652,91360,B,208995,208995,382123,382123,381720,381720,384398,384398,378563,378563,371331,371331
Peyrehorade,87672337,40300,C,12908,12908,19160,19160,15140,15140,18223,18223,17959,17959,20360,20360
Pierre-Buffière,87592253,87260,C,21915,21915,20396,20396,17974,17974,18866,18866,20189,20189,14953,14953
Pléchâtel,87471177,35470,C,25107,25107,33192,33192,23326,23326,16583,16583,21978,21978,24308,24308
Plouaret Trégor,87473181,22420,C,76436,76436,120570,120570,108058,108058,126466,126466,125498,125498,134336,134336
Plouvara - Plerneuf,87473132,22170,C,455,455,237,237,12,12,594,594,910,910,1176,1176
Pointe de Grave,87581397,33780,C,1720,1720,1599,1599,1161,1161,877,877,832,832,534,534
Pommevic,87618058,82400,C,0,0,28,28,0,0,248,248,654,654,563,563
Pont d'Ardres,87281410,62610,C,3152,3152,5059,5059,4449,4449,4420,4420,3133,3133,2989,2989
Pont du Garigliano - Hôpital Européen Georges Pompidou,87393322,75015,B,1456644,1456644,2663328,2663328,2775337,2775337,2929009,2929009,3017162,3017162,3094718,3094718
Pont-à-Mousson,87141820,54700,B,714474,893093,1040302,1300377,983306,1229133,971710,1214638,937395,1171744,979424,1224280
Pontarlier,87715003,25300,B,181980,227475,180972,226216,175873,219841,187007,233759,176395,220493,176497,220621
Pontcharra sur Bréda,87747493,38530,B,485809,607261,721566,901957,645574,806967,648974,811218,604211,755264,588088,735110
Pont-du-Château,87734087,63430,,42416,42416,46360,46360,44687,44687,49169,49169,49051,49051,50059,50059
Pont-l'Évêque,87444349,14130,B,70343,87929,112346,140432,94065,117581,114777,143472,111152,138940,113202,141503
Pontrieux,87473843,22260,C,3797,3797,5501,5501,5835,5835,5388,5388,3412,3412,5943,5943
Pont-sur-Yonne,87683136,89140,B,72818,91022,108606,135757,84924,106156,102634,128293,103470,129337,118693,148366
Pornic,87481283,44210,C,106737,106737,148639,148639,111603,111603,103013,103013,81644,81644,40188,40188
Pornichet,87481747,44380,B,91939,91939,140577,140577,120557,120557,124705,124705,114971,114971,104745,104745
Porte de Clichy,87111278,75017,B,2057835,2057835,3762544,3762544,3928691,3928691,4126841,4126841,4245846,4245846,4347686,4347686
Port-Vendres,87784264,66660,C,16364,16364,27707,27707,21974,21974,24506,24506,23462,23462,26408,26408
Presles Courcelles,87276501,95590,B,182853,182853,334990,334990,340453,340453,338305,338305,323731,323731,308675,308675
Provenchères-sur-Fave,87144345,88490,C,424,424,454,454,2374,2374,4339,4339,4460,4460,5463,5463
Pruniers-en-Sologne,87576199,41200,C,5040,5040,5929,5929,5893,5893,6212,6212,7031,7031,6279,6279
Puyoô,87672279,64270,C,33039,33039,43793,43793,35064,35064,42721,42721,40671,40671,44584,44584
Quiberon,87476457,56170,B,81868,81868,116138,116138,101288,101288,102061,102061,98968,98968,100798,100798
Quincieux,87721290,69650,C,60983,60983,73920,73920,63708,63708,61464,61464,53980,53980,50481,50481
Raon-l'Étape,87144626,88110,B,84240,105300,111001,138751,104082,130102,112507,140633,110172,137715,118162,147703
Rassuen,87753426,13270,C,1340,1340,3035,3035,2946,2946,4220,4220,3299,3299,3614,3614
Reichshoffen,87213249,67110,B,138449,173062,162837,203546,154855,193569,153808,192260,152687,190859,153302,191628
